corpus_id,paper_id,paper_version,claim_id,claim_uid,status,level,claim,locked_value,source_lock_path,source_lock_sha256,guardrail_class,release_note,source_package
BPB_MBE_HAL_v1_candidate,Paper_III,v0.4.1,P3.PLANCKLENS.01,P3.PLANCKLENS.01::outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,SOURCE_MATCHED,PLANCK_LENSING_DIAGNOSTIC,Planck lensing provides a complementary scalar-amplitude/window diagnostic to ACT.,"{""bin_forensic_best_by_case"": [{""Sigma_eff"": 1.0368220676663862, ""_best_by"": ""chi2"", ""amp_label"": ""best"", ""amp_phi"": 1.0750000000000002, ""case"": ""BPB_C_s_surv0"", ""chi2"": 8.742460151124908, ""diag_z_rms"": 0.9604301547458544, ""max_abs_diag_z"": 1.3538524879749632, ""max_abs_white"": 1.4301135942995873, ""raw_resid_rms"": 5.500291974974435e-09, ""white_rms"": 0.9855883832696593}, {""Sigma_eff"": 0.916515138991168, ""_best_by"": ""chi2"", ""amp_label"": ""best"", ""amp_phi"": 0.8400000000000001, ""case"": ""BPB_vanilla"", ""chi2"": 20.54451419576416, ""diag_z_rms"": 1.5108085412994854, ""max_abs_diag_z"": 2.23584358581971, ""max_abs_white"": 2.2378527778447928, ""raw_resid_rms"": 1.1265971137325684e-08, ""white_rms"": 1.5108685579921737}, {""Sigma_eff"": 1.0099504938362078, ""_best_by"": ""chi2"", ""amp_label"": ""best"", ""amp_phi"": 1.02, ""case"": ""Planck_PR4"", ""chi2"": 9.18193886999318, ""diag_z_rms"": 0.9860235374310772, ""max_abs_diag_z"": 1.350864530640841, ""max_abs_white"": 1.4864550348437515, ""raw_resid_rms"": 5.802725366576255e-09, ""white_rms"": 1.0100571419475446}], ""kernel_models_best_by_case"": [{""_best_by"": ""chi2"", ""amp_max_8_400"": 1.2288282735002636, ""amp_min_8_400"": 0.9990440456765316, ""case"": ""BPB_C_s_surv0"", ""chi2"": 2.235354820530869, ""delta_vs_Planck_same_model"": -0.1078705044887162, ""delta_vs_scalar"": -6.503249645955332, ""diag_z_rms"": 0.4695278795775274, ""max_abs_white"": 0.9663690912347273, ""model"": ""three_band"", ""n_params"": 3, ""param_A0"": null, ""param_Sigma_eff"": null, ""param_a0"": null, ""param_a1_logL"": null, ""param_a2_logL2"": null, ""param_amp_phi"": null, ""param_high_265_400"": 1.2288282735002636, ""param_low_8_129"": 1.1198411892794091, ""param_mid_130_264"": 0.9990440456765316, ""param_q"": null}, {""_best_by"": ""chi2"", ""amp_max_8_400"": 0.9298777405132408, ""amp_min_8_400"": 0.7578716072177195, ""case"": ""BPB_vanilla"", ""chi2"": 5.042760792159987, ""delta_vs_Planck_same_model"": 2.699535467140401, ""delta_vs_scalar"": -15.489104776707256, ""diag_z_rms"": 0.6993544569452124, ""max_abs_white"": 1.0516945965175994, ""model"": ""three_band"", ""n_params"": 3, ""param_A0"": null, ""param_Sigma_eff"": null, ""param_a0"": null, ""param_a1_logL"": null, ""param_a2_logL2"": null, ""param_amp_phi"": null, ""param_high_265_400"": 0.8714938842501747, ""param_low_8_129"": 0.9298777405132408, ""param_mid_130_264"": 0.7578716072177195, ""param_q"": null}, {""_best_by"": ""chi2"", ""amp_max_8_400"": 1.157194055614126, ""amp_min_8_400"": 0.94538159956279, ""case"": ""Planck_PR4"", ""chi2"": 2.3432253250195854, ""delta_vs_Planck_same_model"": 0.0, ""delta_vs_scalar"": -6.83416031021715, ""diag_z_rms"": 0.4794614604018063, ""max_abs_white"": 0.973520028449547, ""model"": ""three_band"", ""n_params"": 3, ""param_A0"": null, ""param_Sigma_eff"": null, ""param_a0"": null, ""param_a1_logL"": null, ""param_a2_logL2"": null, ""param_amp_phi"": null, ""param_high_265_400"": 1.157194055614126, ""param_low_8_129"": 1.0671146908671196, ""param_mid_130_264"": 0.94538159956279, ""param_q"": null}], ""official_formula_best_by_case"": [{""As_scale"": 0.988, ""H0"": 68.75605125946288, ""_best_by"": ""chi2_amp1"", ""best_Sigma_eff"": 1.0368220676663862, ""best_amp_phi"": 1.0750000000000002, ""best_chi2_lensing"": 8.742460151124908, ""best_loglike"": -4.371230075562454, ""best_resid_rms"": 5.500291974974435e-09, ""case"": ""BPB_C_s_surv0_12F"", ""chi2_amp1"": 16.250657255825594, ""delta_best_chi2_vs_Planck"": -0.4394787188682727, ""delta_chi2_amp1_vs_Planck"": 6.400703304702583, ""loglike_amp1"": -8.125328627912797, ""ns"": 0.982, ""ombh2"": 0.0223619475267763, ""omch2"": 0.1165303183714749, ""omega_m_CMB"": 0.1388922658982513, ""rdrag"": 148.03587656798348, ""resid_rms_amp1"": 9.490202457425796e-09, ""tau"": 0.062, ""theta100"": 1.0416779687327091}, {""As_scale"": 0.988, ""H0"": 68.75605125946288, ""_best_by"": ""chi2_amp1"", ""best_Sigma_eff"": 0.916515138991168, ""best_amp_phi"": 0.8400000000000001, ""best_chi2_lensing"": 20.54451419576416, ""best_loglike"": -10.27225709788208, ""best_resid_rms"": 1.1265971137325684e-08, ""case"": ""BPB_vanilla_control"", ""chi2_amp1"": 71.82612511871059, ""delta_best_chi2_vs_Planck"": 11.36257532577098, ""delta_chi2_amp1_vs_Planck"": 61.97617116758758, ""loglike_amp1"": -35.913062559355296, ""ns"": 0.982, ""ombh2"": 0.0223619475267763, ""omch2"": 0.1464510851116038, ""omega_m_CMB"": 0.1688130326383801, ""rdrag"": 140.65521971978973, ""resid_rms_amp1"": 1.3929128724085102e-08, ""tau"": 0.062, ""theta100"": 1.069899996677403}, {""As_scale"": 0.992, ""H0"": 67.36, ""_best_by"": ""chi2_amp1"", ""best_Sigma_eff"": 1.0099504938362078, ""best_amp_phi"": 1.02, ""best_chi2_lensing"": 9.18193886999318, ""best_loglike"": -4.59096943499659, ""best_resid_rms"": 5.802725366576255e-09, ""case"": ""Planck_PR4_12F"", ""chi2_amp1"": 9.84995395112301, ""delta_best_chi2_vs_Planck"": 0.0, ""delta_chi2_amp1_vs_Planck"": 0.0, ""loglike_amp1"": -4.924976975561505, ""ns"": 0.972, ""ombh2"": 0.02237, ""omch2"": 0.1201, ""omega_m_CMB"": 0.1424699999999999, ""rdrag"": 147.07485420260664, ""resid_rms_amp1"": 6.650502216726538e-09, ""tau"": 0.058, ""theta100"": 1.041282535946614}]}",outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,7cc2ee61f15dde1601628cd215e4487a555ac7a2c717b72b05117696b6c4e662,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_III,v0.4.1,P3.PLANCKLITE.01,P3.PLANCKLITE.01::outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,SOURCE_MATCHED,PLANCK_LITE_PROXY_HIGH_ELL_PLUS_OPTIONAL_LOWELL,"Planck-lite high-ell TTTEEE proxy is usable for shape/amplitude diagnostics: strict face-minus remains in the viable diagnostic family, while vanilla mapping is catastrophic or strongly disfavored when present.","{""base_json"": {""cases"": {""A_vanilla"": {""A_planck_best"": 1.0378024013462797, ""chi2_planck"": 8704.875359039082, ""derived"": {""100theta_star"": 1.069899996677403, ""rdrag"": 140.65521971978973}, ""label"": ""BPB vanilla (ω_m_late)"", ""ombh2"": 0.022361947526776345, ""omch2"": 0.14645108511160382, ""omega_m_CMB"": 0.16881303263838016}, ""C_Zbest"": {""A_planck_best"": 0.9828398436131836, ""chi2_planck"": 871.5934023833373, ""derived"": {""100theta_star"": 1.0412831597411645, ""rdrag"": 148.13471308883493}, ""label"": ""BPB face- Z_best"", ""ombh2"": 0.022361947526776345, ""omch2"": 0.1161643806558958, ""omega_m_CMB"": 0.13852632818267213}, ""C_s_surv0"": {""A_planck_best"": 0.9837697813563658, ""chi2_planck"": 835.5420853091305, ""derived"": {""100theta_star"": 1.0416779687327093, ""rdrag"": 148.03587656798348}, ""label"": ""BPB face- s_surv0"", ""ombh2"": 0.022361947526776345, ""omch2"": 0.11653031837147498, ""omega_m_CMB"": 0.13889226589825132}, ""Planck_PR4"": {""A_planck_best"": 0.989773589272008, ""chi2_planck"": 794.6977532940589, ""derived"": {""100theta_star"": 1.041282535946614, ""rdrag"": 147.07485420260664}, ""label"": ""Planck PR4 best-fit (sanity)"", ""ombh2"": 0.02237, ""omch2"": 0.1201, ""omega_m_CMB"": 0.14246999999999999}}, ""caveat"": ""plik_lite_v22_TTTEEE, C_l convention (raw_cl=True), bweight window functions, A_planck profiled correctly. tau/ns fixed to Planck PR4. H0 fixed to BPB MAP. No low-ell likelihood. Not a full MCMC."", ""deltas"": {""A_minus_sanity"": 7910.177605745023, ""C_minus_A"": -7869.3332737299515, ""C_minus_sanity"": 40.844332015071586, ""Zbest_minus_sanity"": 76.89564908927844}, ""diagnostic"": ""cmb_planck_plik_lite_v22_TTTEEE_v4"", ""source_label"": ""MAP chi2=1782.44"", ""verdict"": ""MARGINAL — Δχ²=40.8 vs Planck best-fit"", ""version"": ""v4_correct_Aplanck_and_windows""}, ""best_highl_lowl_tau"": [{""_best_by"": ""best_total_chi2"", ""best_100theta_star"": 1.0416779687327091, ""best_A_planck"": 1.0012947634081613, ""best_A_prior_chi2"": 0.2682259652981374, ""best_highl_As_scale"": 1.012, ""best_highl_chi2"": 747.5775462736663, ""best_highl_only_chi2"": 744.3789843141037, ""best_highl_tau"": 0.074, ""best_lowE_chi2"": 396.9924261515741, ""best_lowT_chi2"": 20.07514565879489, ""best_lowT_lowE_chi2"": 417.067571810369, ""best_low_As_scale"": 0.98, ""best_low_only_chi2"": 415.96834442390593, ""best_low_tau"": 0.058, ""best_rdrag"": 148.03587656798348, ""best_total_As_scale"": 0.988, ""best_total_chi2"": 1164.6451180840354, ""best_total_tau"": 0.062, ""case"": ""C_s_surv0"", ""delta_best_highl_chi2_vs_Planck"": -17.38680244683917, ""delta_best_lowE_chi2_vs_Planck"": 0.7277803056906009, ""delta_best_lowT_chi2_vs_Planck"": -1.2497773131687495, ""delta_best_lowT_lowE_chi2_vs_Planck"": -0.5219970074781486, ""delta_best_total_chi2_vs_Planck"": -17.908799454317204}, {""_best_by"": ""best_total_chi2"", ""best_100theta_star"": 1.041282535946614, ""best_A_planck"": 0.9998692284378892, ""best_A_prior_chi2"": 0.0027361922331004, ""best_highl_As_scale"": 1.008, ""best_highl_chi2"": 764.9643487205054, ""best_highl_only_chi2"": 763.2380553095369, ""best_highl_tau"": 0.066, ""best_lowE_chi2"": 396.26464584588354, ""best_lowT_chi2"": 21.324922971963645, ""best_lowT_lowE_chi2"": 417.5895688178472, ""best_low_As_scale"": 0.98, ""best_low_only_chi2"": 416.306717626097, ""best_low_tau"": 0.058, ""best_rdrag"": 147.07485420260664, ""best_total_As_scale"": 0.992, ""best_total_chi2"": 1182.5539175383526, ""best_total_tau"": 0.058, ""case"": ""Planck_PR4"", ""delta_best_highl_chi2_vs_Planck"": 0.0, ""delta_best_lowE_chi2_vs_Planck"": 0.0, ""delta_best_lowT_chi2_vs_Planck"": 0.0, ""delta_best_lowT_lowE_chi2_vs_Planck"": 0.0, ""delta_best_total_chi2_vs_Planck"": 0.0}], ""best_ns_As"": [{""_best_by"": ""best_full_chi2"", ""best_A_As_scale"": 0.99, ""best_A_chi2_full"": 8873.848665766687, ""best_A_ns"": 0.982, ""best_A_planck"": 1.0413764190159236, ""best_data_As_scale"": 0.99, ""best_data_chi2_full"": 8851.940268986189, ""best_data_like"": 8542.529386378368, ""best_data_ns"": 0.97, ""best_full_A_planck"": 1.0439751977403045, ""best_full_A_prior"": 309.41088260782044, ""best_full_As_scale"": 0.99, ""best_full_chi2"": 8851.940268986189, ""best_full_data_like"": 8542.529386378368, ""best_full_ns"": 0.97, ""case"": ""A_vanilla"", ""delta_best_full_A_prior_vs_best_Planck"": 309.2571425291179, ""delta_best_full_chi2_vs_best_Planck"": 8086.071104304053, ""delta_best_full_data_like_vs_best_Planck"": 7776.813961774934}, {""_best_by"": ""best_full_chi2"", ""best_A_As_scale"": 0.974, ""best_A_chi2_full"": 777.6205542634924, ""best_A_ns"": 0.98, ""best_A_planck"": 0.9999636123580266, ""best_data_As_scale"": 0.976, ""best_data_chi2_full"": 777.7180405429774, ""best_data_like"": 777.1764972591654, ""best_data_ns"": 0.982, ""best_full_A_planck"": 0.9996634568552502, ""best_full_A_prior"": 0.0181218061244984, ""best_full_As_scale"": 0.974, ""best_full_chi2"": 777.2868275949265, ""best_full_data_like"": 777.268705788802, ""best_full_ns"": 0.982, ""case"": ""C_Zbest"", ""delta_best_full_A_prior_vs_best_Planck"": -0.1356182725780127, ""delta_best_full_chi2_vs_best_Planck"": 11.417662912790092, ""delta_best_full_data_like_vs_best_Planck"": 11.553281185368064}, {""_best_by"": ""best_full_chi2"", ""best_A_As_scale"": 0.976, ""best_A_chi2_full"": 752.431003479369, ""best_A_ns"": 0.976, ""best_A_planck"": 0.9999722693194866, ""best_data_As_scale"": 0.976, ""best_data_chi2_full"": 749.191767798833, ""best_data_like"": 749.0543526618658, ""best_data_ns"": 0.982, ""best_full_A_planck"": 0.9990732613064918, ""best_full_A_prior"": 0.1374151369672555, ""best_full_As_scale"": 0.976, ""best_full_chi2"": 749.191767798833, ""best_full_data_like"": 749.0543526618658, ""best_full_ns"": 0.982, ""case"": ""C_s_surv0"", ""delta_best_full_A_prior_vs_best_Planck"": -0.0163249417352556, ""delta_best_full_chi2_vs_best_Planck"": -16.67739688330346, ""delta_best_full_data_like_vs_best_Planck"": -16.66107194156814}, {""_best_by"": ""best_full_chi2"", ""best_A_As_scale"": 0.984, ""best_A_chi2_full"": 766.7999390365189, ""best_A_ns"": 0.976, ""best_A_planck"": 0.9998821314227988, ""best_data_As_scale"": 0.986, ""best_data_chi2_full"": 765.8691646821364, ""best_data_like"": 765.7154246034339, ""best_data_ns"": 0.972, ""best_full_A_planck"": 0.9990197574321166, ""best_full_A_prior"": 0.1537400787025112, ""best_full_As_scale"": 0.986, ""best_full_chi2"": 765.8691646821364, ""best_full_data_like"": 765.7154246034339, ""best_full_ns"": 0.972, ""case"": ""Planck_PR4"", ""delta_best_full_A_prior_vs_best_Planck"": 0.0, ""delta_best_full_chi2_vs_best_Planck"": 0.0, ""delta_best_full_data_like_vs_best_Planck"": 0.0}], ""best_ns_As_extended"": [{""_best_by"": ""best_full_chi2"", ""best_A_As_scale"": 0.974, ""best_A_chi2_full"": 777.6205542634924, ""best_A_ns"": 0.98, ""best_A_planck"": 0.9999636123580266, ""best_data_As_scale"": 0.976, ""best_data_chi2_full"": 777.7180405429774, ""best_data_like"": 777.1764972591654, ""best_data_ns"": 0.982, ""best_full_A_planck"": 0.9996634568552502, ""best_full_A_prior"": 0.0181218061244984, ""best_full_As_scale"": 0.974, ""best_full_chi2"": 777.2868275949265, ""best_full_data_like"": 777.268705788802, ""best_full_ns"": 0.982, ""case"": ""C_Zbest"", ""delta_best_full_A_prior_vs_best_Planck"": -0.1356182725780127, ""delta_best_full_chi2_vs_best_Planck"": 11.417662912790092, ""delta_best_full_data_like_vs_best_Planck"": 11.553281185368064}, {""_best_by"": ""best_full_chi2"", ""best_A_As_scale"": 0.976, ""best_A_chi2_full"": 752.431003479369, ""best_A_ns"": 0.976, ""best_A_planck"": 0.9999722693194866, ""best_data_As_scale"": 0.976, ""best_data_chi2_full"": 749.191767798833, ""best_data_like"": 749.0543526618658, ""best_data_ns"": 0.982, ""best_full_A_planck"": 0.9990732613064918, ""best_full_A_prior"": 0.1374151369672555, ""best_full_As_scale"": 0.976, ""best_full_chi2"": 749.191767798833, ""best_full_data_like"": 749.0543526618658, ""best_full_ns"": 0.982, ""case"": ""C_s_surv0"", ""delta_best_full_A_prior_vs_best_Planck"": -0.0163249417352556, ""delta_best_full_chi2_vs_best_Planck"": -16.67739688330346, ""delta_best_full_data_like_vs_best_Planck"": -16.66107194156814}, {""_best_by"": ""best_full_chi2"", ""best_A_As_scale"": 0.98, ""best_A_chi2_full"": 817.9448233441906, ""best_A_ns"": 0.994, ""best_A_planck"": 0.9999360765654156, ""best_data_As_scale"": 0.986, ""best_data_chi2_full"": 765.8691646821364, ""best_data_like"": 765.7154246034339, ""best_data_ns"": 0.972, ""best_full_A_planck"": 0.9990197574321166, ""best_full_A_prior"": 0.1537400787025112, ""best_full_As_scale"": 0.986, ""best_full_chi2"": 765.8691646821364, ""best_full_data_like"": 765.7154246034339, ""best_full_ns"": 0.972, ""case"": ""Planck_PR4"", ""delta_best_full_A_prior_vs_best_Planck"": 0.0, ""delta_best_full_chi2_vs_best_Planck"": 0.0, ""delta_best_full_data_like_vs_best_Planck"": 0.0}], ""block_forensic_keys_available"": [""diagnostic"", ""note"", ""settings"", ""results"", ""deltas""]}",outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,7cc2ee61f15dde1601628cd215e4487a555ac7a2c717b72b05117696b6c4e662,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_IV,v0.4.1,P4.D4.01,P4.D4.01::outputs/ns/D4_alpha2NS_C5b_source_lock/D4_alpha2NS_C5b_source_lock_decisions.csv,SOURCE_LOCKED,SOURCE_CANDIDATE,Analytic alpha2_NS plus C5b true-EOS8 portability is locked at source-candidate level.,D4_CLOSED_SOURCE_CANDIDATE_LEVEL; alpha2_NS PASS; EOS8_coverage PASS,outputs/ns/D4_alpha2NS_C5b_source_lock/D4_alpha2NS_C5b_source_lock_decisions.csv,3cca7d0c236e8fb33fc8f64ef316f4a399c22993ee486a4afe6c5e549a2b8257,SOURCE_LOCK,synthetic row from source-lock decision table,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_IV,v0.4.1,P4.NS.01,P4.NS.01::outputs/ns/ns_strict_global_gate_freeze_source_lock.csv,SOURCE_LOCKED,STRICT_GLOBAL_GATE,Strict-dictionary global neutron-star gate is source-locked across eight EOS checkpoints.,8/8 checkpoint JSON files present under outputs/ns/checkpoints_strict_global_gate,outputs/ns/ns_strict_global_gate_freeze_source_lock.csv,475f418aa8eabe191092041b64c3d3b4eeb941eb1b7bcc0522590303748972fe,SOURCE_LOCK,synthetic row from source-lock decision table,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_IV,v0.4.1,P4.NS.02,P4.NS.02::outputs/ns/ns_paperIV_1p4_postF_source_lock_decisions.csv,SOURCE_LOCKED,ONE_POINT_FOUR_REFINEMENT,The 1.4 Msun post-F strict effective tidal table is source-locked and negative across all EOS.,EOS coverage PASS_8_OF_8_DONE_BRACKETED; tidal sign PASS_8_OF_8_NEGATIVE,outputs/ns/ns_paperIV_1p4_postF_source_lock_decisions.csv,647a0520b3314284b0ade248cd4470eebf85385a0ee78fb697f8e07843216786,SOURCE_LOCK,synthetic row from source-lock decision table,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_IV,v0.4.1,P4.NS.03,P4.NS.03::outputs/ns/ns_paperIV_1p4_postF_source_lock_decisions.csv,SOURCE_LOCKED,GUARDRAIL,"The NS source-lock concerns strict effective tidal response only, not a native scalar-tensor Love-number solver.",native_k2_solver=NOT_CLAIMED,outputs/ns/ns_paperIV_1p4_postF_source_lock_decisions.csv,647a0520b3314284b0ade248cd4470eebf85385a0ee78fb697f8e07843216786,GUARDRAIL,synthetic row from source-lock decision table,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_CORPUS_FINAL_20260506,Paper_V,v0.3.2,P5.A1.01,P5.A1.01::data/paperV_v0_3_claim_source_lock.csv,SOURCE_LOCKED,RAW_LIKELIHOOD,LCDM remains better in raw UVLF+rho_star likelihood; BPB does not claim raw-likelihood victory.,Delta_chi2_raw_source=+2.3167,sources/paperV_early_galaxies_v0_3_2_source_ONLY.zip::data/paperV_v0_3_claim_source_lock.csv,25de78678b934ac5aacdd1ed90657dd29b9568be75026dac41afd69b6b5b2c45,GUARDRAIL,"Paper V v0.3.2 source package contains v0.3 claim CSV; v0.3.2 hotfix changes wording only, not locks.",paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_CORPUS_FINAL_20260506,Paper_V,v0.3.2,P5.A1.02,P5.A1.02::data/paperV_v0_3_claim_source_lock.csv,SOURCE_LOCKED,PHYSICAL_PEAK_MAPPER,"BPB and LCDM require nearly the same peak UV magnitude, but BPB places the peak in heavier halos.",host_mass_shift_dex=0.8945; factor=7.844,sources/paperV_early_galaxies_v0_3_2_source_ONLY.zip::data/paperV_v0_3_claim_source_lock.csv,25de78678b934ac5aacdd1ed90657dd29b9568be75026dac41afd69b6b5b2c45,,"Paper V v0.3.2 source package contains v0.3 claim CSV; v0.3.2 hotfix changes wording only, not locks.",paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_CORPUS_FINAL_20260506,Paper_V,v0.3.2,P5.A1.03,P5.A1.03::data/paperV_v0_3_claim_source_lock.csv,SOURCE_LOCKED,DATA_PLUS_PHYSICALITY,The broad mapper-physicality diagnostic mildly favours BPB after the raw loss is stated separately.,LCDM_data_prior≈17.96; BPB_data_prior=16.0579,sources/paperV_early_galaxies_v0_3_2_source_ONLY.zip::data/paperV_v0_3_claim_source_lock.csv,25de78678b934ac5aacdd1ed90657dd29b9568be75026dac41afd69b6b5b2c45,,"Paper V v0.3.2 source package contains v0.3 claim CSV; v0.3.2 hotfix changes wording only, not locks.",paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_CORPUS_FINAL_20260506,Paper_V,v0.3.2,P5.A1.04,P5.A1.04::data/paperV_v0_3_claim_source_lock.csv,SOURCE_LOCKED,TAU_PROXY,The v13 physical-peak mapper does not over-ionize in the instantaneous tau proxy.,BPB_tau_best=0.04675; q16/q50/q84=0.04015/0.04395/0.04677; frac_tau_gt_0p09=0,sources/paperV_early_galaxies_v0_3_2_source_ONLY.zip::data/paperV_v0_3_claim_source_lock.csv,25de78678b934ac5aacdd1ed90657dd29b9568be75026dac41afd69b6b5b2c45,GUARDRAIL,"Paper V v0.3.2 source package contains v0.3 claim CSV; v0.3.2 hotfix changes wording only, not locks.",paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_CORPUS_FINAL_20260506,Paper_V,v0.3.2,P5.A1.05,P5.A1.05::data/paperV_v0_3_claim_source_lock.csv,SOURCE_LOCKED,GUARDRAIL,"Paper V is an early-galaxy gate, not a final Bayesian evidence calculation or full reionization likelihood.",FORBID final evidence / full lowE / full reionization likelihood from this gate alone,sources/paperV_early_galaxies_v0_3_2_source_ONLY.zip::data/paperV_v0_3_claim_source_lock.csv,25de78678b934ac5aacdd1ed90657dd29b9568be75026dac41afd69b6b5b2c45,GUARDRAIL,"Paper V v0.3.2 source package contains v0.3 claim CSV; v0.3.2 hotfix changes wording only, not locks.",paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_VI,v0.2.1,P6.T10.01,P6.T10.01::outputs/paperVI_EG_theory/paperVI_EG_T10_source_lock_final.csv,LATEX_INSERTION_READY,,Paper VI LaTeX insertion pack generated from T9A conditional projected closure.,outputs/paperVI_EG_theory/paperVI_EG_T10_projected_closure_section.tex,outputs/paperVI_EG_theory/paperVI_EG_T10_source_lock_final.csv,114c8b55d7e3238a040716565dba13d895d5f4d3b0e4e083ff86b61b62f5d0a9,CONDITIONAL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_VI,v0.2.1,P6.T10.02,P6.T10.02::outputs/paperVI_EG_theory/paperVI_EG_T10_source_lock_final.csv,TABLE_READY,,Closure values table generated and ready for inclusion.,outputs/paperVI_EG_theory/paperVI_EG_T10_closure_values_table.tex,outputs/paperVI_EG_theory/paperVI_EG_T10_source_lock_final.csv,114c8b55d7e3238a040716565dba13d895d5f4d3b0e4e083ff86b61b62f5d0a9,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_VI,v0.2.1,P6.T10B.01,P6.T10B.01::outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,SOURCE_MATCHED_CONDITIONAL_DERIVATION,,Density-weighted two-sector mixing gives r_Wdelta=sqrt(a_bg) if tan^2(theta_W)=rho_f_eff/rho_g_eff.,outputs/paperVI_EG_theory/paperVI_EG_T9D_density_weighted_mixing_closure.md/csv,outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,ac06b9f68d6df491d9ca31cc678dca5507e78dcebd3d27b1100061376a00736e,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_VI,v0.2.1,P6.T10B.02,P6.T10B.02::outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,NON_CIRCULARITY_LOCKED_AT_DIAGNOSTIC_LEVEL,,a_bg is inherited from the BPB background dictionary and not fitted to E_G.,outputs/paperVI_EG_theory/paperVI_EG_T9D_density_weighted_mixing_closure.md,outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,ac06b9f68d6df491d9ca31cc678dca5507e78dcebd3d27b1100061376a00736e,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_VI,v0.2.1,P6.T10B.03,P6.T10B.03::outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,SOURCE_MATCHED_PROJECTED_DIAGNOSTIC,,E_G auto/cross amplitude space verifies r_global^2 close to a_bg with negligible fixed-free penalty.,outputs/paperVI_EG_theory/paperVI_EG_T8_auto_cross_amplitude_space.md/csv,outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,ac06b9f68d6df491d9ca31cc678dca5507e78dcebd3d27b1100061376a00736e,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_VI,v0.2.1,P6.T10B.04,P6.T10B.04::outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,OPEN_GUARDRAIL_LOCKED,,Internal source-match did not close D2: tan^2(theta_W)=rho_f_eff/rho_g_eff remains a labelled guardrail.,outputs/paperVI_EG_theory/paperVI_EG_T9E_source_match_density_weighted_mixing.md/csv,outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,ac06b9f68d6df491d9ca31cc678dca5507e78dcebd3d27b1100061376a00736e,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_VI,v0.2.1,P6.T10B.05,P6.T10B.05::outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,LATEX_INSERTION_READY,,LaTeX v0.2 insertion pack generated for Paper VI.,outputs/paperVI_EG_theory/paperVI_EG_T10b_density_weighted_closure_section.tex,outputs/paperVI_EG_theory/paperVI_EG_T10b_source_lock_final.csv,ac06b9f68d6df491d9ca31cc678dca5507e78dcebd3d27b1100061376a00736e,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
